,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
8138,1,2,2,3,1,1,0,0,0,1,0,0,0,1,12.01,29.05,3.1,-2.59,7.59,-0.32,6.87
6963,0,2,2,4,0,1,1,1,1,1,1,1,1,1,12.15,28.86,2.21,0.87,7.83,2.02,4.61
7615,0,4,2,4,0,0,1,1,0,1,1,0,0,0,12.06,27.01,3.45,4.05,7.4,-1.8,6.76
3744,1,2,2,3,0,0,0,0,1,0,0,1,1,1,12.05,27.67,3.85,-3.62,7.28,1.36,6.23
5184,1,5,4,1,0,1,1,1,1,0,1,1,1,0,12.08,29.3,2.46,2.09,7.78,-3.36,8.28
19743,1,3,4,3,1,0,1,1,0,0,0,1,0,1,11.87,26.75,1.75,-0.39,7.3,3.14,5.54
301,0,1,2,3,0,0,0,0,0,0,1,0,1,0,11.7,26.53,2.85,-0.42,7.43,0.87,5.41
8332,1,1,2,4,1,0,0,1,1,0,0,1,0,0,12.06,28.02,1.6,10.36,7.91,1.4,3.96
18232,0,4,5,3,1,1,1,1,0,1,0,1,1,1,11.9,26.4,1.47,1.74,7.31,1.46,8.01
10195,1,1,3,5,1,1,1,0,1,0,1,0,1,1,12.22,27.08,0.84,-4.21,7.45,-0.73,5.62
19667,1,3,4,3,0,1,1,0,0,1,1,0,1,1,12.38,27.36,2.08,4.31,7.51,-3.17,6.4
3896,0,1,5,3,0,0,0,0,0,0,1,0,1,0,11.88,30.58,0.39,-0.95,7.42,2.17,7.74
16646,1,4,1,3,1,0,0,0,1,0,0,1,1,0,11.95,30.61,3.19,-2.93,7.22,0.46,4.74
3196,1,4,4,4,0,1,0,1,0,0,1,1,0,0,12.03,28.26,2.25,-2.35,7.69,-0.92,5.46
3611,1,3,1,5,1,0,0,0,1,1,0,0,1,1,11.96,28,3.12,-2.62,7.28,1.54,5.48
12317,1,1,5,1,1,0,1,0,1,1,1,0,1,0,11.89,29.54,-2.34,0.97,7.65,1.01,3.51
11936,1,4,3,4,0,0,1,0,0,1,0,0,1,0,11.87,27.29,2.55,-0.3,7.29,2.05,6.99
465,1,3,2,5,0,0,0,0,0,1,1,0,1,0,11.84,29.43,0.93,2.03,7.77,0.05,5.83
15201,1,3,4,1,1,1,0,0,0,1,1,0,1,0,12.05,27.59,6.25,-4.23,7.33,1.44,5.51
14842,1,3,4,4,0,0,0,1,1,0,0,0,1,1,11.95,28.68,3.67,4.52,7.73,1.36,5.63
10711,1,4,4,3,0,1,1,1,1,0,1,1,1,1,11.99,25.67,2.32,1.61,7.68,-1.3,6.14
15527,1,3,2,3,0,1,1,0,0,1,1,0,1,0,11.95,30.51,0.88,5.26,7.83,1.74,4.79
11311,1,5,5,5,0,0,0,1,1,0,1,0,1,0,12.06,26.52,0.59,0.83,7.52,-1.04,6.6
8365,1,3,2,4,1,0,0,0,0,0,0,0,1,0,12,29.33,-0.1,3.89,7.61,-2.85,6.02
11448,1,4,2,5,0,1,0,1,0,1,0,0,1,1,11.77,27.38,3.73,1.4,7.45,-0.58,4.33
1617,1,1,3,5,1,0,1,0,1,0,0,1,0,1,12.06,28.35,3.48,3.77,7.28,3.69,5.45
4973,1,2,5,4,0,0,0,0,0,1,0,0,1,0,11.98,26.63,-0.88,-6.8,7.51,1.55,5.6
3592,1,3,5,5,0,0,0,0,1,1,0,1,0,1,12.21,26.79,3.14,4.11,7.16,-1.28,6.6
19947,1,2,3,2,0,0,1,0,1,0,1,1,1,0,12.26,29.73,3.07,2.8,7.15,-3.72,6.7
15721,1,3,3,3,1,1,0,0,1,0,0,0,1,1,12.07,28,1.96,2.35,7.63,0.29,7.24
4053,0,3,3,5,1,1,1,1,1,1,0,1,1,0,11.94,28.36,-0.3,0.4,7.65,0.44,6.37
2055,1,4,5,1,1,1,1,1,1,1,0,0,1,1,12.14,27.79,1.51,3.11,7.82,-0.34,5.83
7585,1,4,5,5,1,1,0,0,1,1,1,1,1,0,12.05,26.47,0.58,-7.17,8.03,5.76,7.52
272,1,3,4,3,0,1,1,0,0,0,1,0,0,0,12.11,30.36,5.89,3.22,7.56,-1.18,7.25
19004,1,4,2,2,1,1,0,1,0,0,0,0,1,0,12.08,28.37,-0.7,-2.69,7.26,-0.06,5.61
7007,1,3,2,2,0,1,0,1,0,1,0,0,0,1,12.36,25.19,1.33,2.45,7.59,0.42,5.87
13921,1,2,2,5,0,0,1,1,0,1,1,0,1,0,11.63,28.4,2.04,-1.96,7.39,1.02,4.11
6331,1,4,4,5,0,1,0,1,1,1,0,0,0,1,11.91,30.77,-0.29,-1.74,7.59,1.47,5.86
6927,1,3,3,3,0,1,0,0,1,0,1,0,0,0,12.22,28.65,3.81,-0.63,7.64,-1.65,6.66
2756,1,2,5,4,1,0,0,0,1,1,1,1,0,0,12.13,30.38,1.03,3.7,7.74,2.13,6.17
15007,1,3,4,3,1,1,1,1,0,0,1,1,0,0,11.79,29.94,-1.88,8.02,7.87,-0.1,6.76
18136,1,4,5,3,1,0,0,1,0,1,0,0,1,1,12.13,27.75,1.15,-2.37,7.55,2.65,7.54
15679,1,5,5,3,1,0,0,0,0,0,1,0,0,0,12.02,26.59,1.75,6.02,7.36,1.56,6.51
15386,0,4,4,5,0,0,1,0,0,1,0,0,0,1,12.15,28.81,3.22,-7.58,7.38,2.65,4.88
19405,1,3,2,3,0,0,0,0,0,1,1,1,0,0,11.86,24.85,2.6,-0.5,7.64,0.57,5.9
15508,1,4,5,5,0,0,0,1,0,0,0,0,1,1,11.65,24.93,1.53,3.08,7.65,-1.06,5.54
3877,1,3,4,3,0,1,0,1,0,1,1,0,0,1,12.12,29.18,2.96,3.61,7.46,-1.03,6.09
10954,1,5,4,5,1,1,1,1,1,0,1,1,0,0,12.08,29.35,-0.14,-5.21,7.21,2.05,5.68
4245,0,2,4,4,0,1,1,1,0,1,0,1,1,1,12.18,29.76,4.18,-2.48,7.27,0.11,6.99
15052,1,5,4,4,0,0,1,1,1,1,1,0,0,0,11.97,30.46,-0.1,-1.42,7.16,-2.39,6.85
15642,1,3,1,2,0,0,0,1,0,0,1,1,1,0,12.1,29,2.95,6.42,7.51,-2.5,7.14
14154,0,1,2,4,1,1,1,1,1,1,0,1,0,1,11.89,26.28,-0.84,-1.52,7.83,3.01,3.96
10511,0,3,2,4,0,0,0,0,0,0,0,1,1,0,12.03,26.29,3.03,-0.95,7.59,2.52,6.85
12811,0,3,2,4,1,0,1,1,1,1,1,0,0,0,11.89,28.82,1.67,-4.05,7.31,-3.02,7.01
2742,0,2,5,5,1,1,1,0,1,0,1,0,0,0,11.83,29.31,1.96,-1.09,7.59,2.64,7.41
13229,0,2,5,3,0,1,0,0,0,0,1,1,0,1,12.15,26.01,0.9,1.73,7.5,1.85,5.05
19936,1,3,2,2,1,1,0,1,0,0,0,0,1,0,11.9,26.48,2.32,0.4,7.71,0.96,5.74
17682,0,3,3,4,0,1,0,1,1,1,0,1,1,0,11.98,26.62,2.54,-3.19,7.43,6.26,7.69
2515,1,4,4,5,1,0,1,0,0,0,0,0,0,1,12.12,27.19,4.21,0.86,7.38,2.03,5.08
6802,1,4,5,3,1,1,0,1,0,1,0,1,1,1,12.25,27.35,3.73,-2.19,7.76,-0.36,4.72
13398,1,4,4,5,1,1,1,0,1,0,0,0,0,1,12.08,28.12,1.72,-2.27,6.78,-3.78,5.28
6765,1,3,5,4,0,1,0,0,0,1,1,0,1,1,11.72,27.39,1.57,0.66,7.31,-2.66,6.91
9599,1,1,2,5,0,0,1,1,0,1,0,0,0,0,11.67,27.96,2.33,1.82,7.48,-0.78,5.82
10712,1,2,5,4,1,0,1,1,0,1,1,0,0,1,11.79,29.19,0.99,-1.17,7.78,1.04,6.5
17743,1,3,4,5,1,1,0,1,1,1,1,0,0,1,11.72,28.34,3.97,7.06,7.65,-1.99,6.83
8970,1,3,3,1,0,1,0,1,0,1,0,1,0,0,11.85,24.33,3.93,1.18,7.33,0.89,5.09
1720,0,2,1,3,0,1,0,1,0,0,0,1,1,1,11.74,25.2,2.08,3.69,7.55,-0.37,5.62
19414,1,4,5,2,1,0,1,0,1,0,0,1,1,1,12.13,27.55,3.14,1.53,7.57,1.45,3.64
15934,0,1,3,4,0,0,1,1,1,1,0,1,0,0,11.5,27.19,3.68,1.72,7.14,-0.11,5.8
7668,1,3,5,1,0,1,1,0,0,1,1,1,0,1,12.05,24.66,1.06,2.01,7.71,-0.66,5.52
15632,0,3,4,1,0,1,1,1,1,1,0,1,0,0,12.41,26.62,2.14,3,7.28,1.69,6.22
5922,0,3,2,4,0,1,1,0,1,1,1,1,1,1,12.06,26.77,-2.41,0.59,7.35,1.2,5.76
6465,1,1,3,1,1,1,1,0,1,1,1,1,0,1,11.97,28.22,-0.51,0.4,7.88,-0.51,7.78
17784,1,4,3,1,1,0,0,0,1,0,0,0,1,0,12.11,29.63,1.47,-3.82,7.36,2.14,6.53
446,1,1,3,4,1,1,1,0,1,0,1,1,1,0,11.83,27.29,3.11,-4.74,7.18,-1.4,6.51
6058,1,4,3,4,0,0,1,1,1,0,0,0,1,1,11.81,26.2,-0.7,-0.84,7.49,0.37,4.58
18160,1,2,5,3,1,0,0,1,0,0,0,0,0,1,11.98,29.1,3.35,2.55,7.44,0.52,4.62
16786,0,3,5,2,1,0,0,1,1,1,1,0,1,0,11.83,29.74,-1.15,-2.22,7.68,4.34,4.78
14773,0,1,4,5,1,1,1,1,0,0,0,0,0,0,11.83,29.05,1.47,6.86,7.55,0.67,5.75
16515,1,1,3,1,0,0,1,1,0,1,1,1,0,1,12.07,25.17,0.87,-0.23,7.55,1.08,6.24
17700,1,4,1,3,1,1,1,0,0,0,0,0,1,1,11.91,27.82,1.3,-2.16,7.18,-0.98,6.05
1763,0,2,1,2,0,0,1,1,1,0,1,0,1,1,12.17,27.47,0.5,-4.12,7.28,0.28,5.75
16354,1,2,3,4,1,0,0,0,0,1,0,0,0,1,12.11,28.92,5.51,-1.89,7.36,3.72,4.64
13164,0,5,4,4,0,0,0,1,1,1,1,0,1,1,12.06,32.27,2.48,-0.06,7.25,-0.81,5.11
10307,1,2,5,2,0,0,1,0,0,1,1,1,1,0,11.74,28.99,-1.59,-1.57,7.48,0.64,6.17
7330,1,2,2,4,1,1,1,0,1,1,1,0,0,1,12.07,26.93,0.57,-2.26,7.36,1.95,5.2
10805,1,2,2,3,1,0,0,1,0,0,1,1,1,1,12.15,26.35,1.08,4.69,7.65,-0.94,5.11
4065,0,2,1,2,1,1,1,0,0,1,1,0,1,0,12.28,29.85,2.98,0.49,7.82,0.89,4.28
8915,1,1,5,4,0,1,0,0,0,1,1,0,0,1,11.83,28.25,2.01,-0.98,7.55,-0.53,6.78
381,1,1,5,1,1,0,1,0,1,0,0,1,0,1,12.14,26.1,1.27,-2.88,7.58,1.17,4.34
9400,1,1,4,3,1,1,1,1,1,0,1,0,0,0,12.12,26.71,0.86,3.5,6.92,1.49,6.18
2447,0,3,4,2,1,1,0,0,1,1,1,0,1,1,12.03,27.23,1.5,2.71,7.75,-0.04,5.79
17041,1,5,2,4,1,0,0,0,1,1,0,1,1,0,11.76,26.78,4.8,-2.34,6.89,1.2,5.59
100,1,2,1,1,0,1,1,0,0,1,0,1,1,0,11.95,23.71,4.14,5.5,7.86,-2.35,4.98
15108,0,1,5,4,0,1,0,0,1,1,0,0,1,0,12.03,28.59,2.34,-2.49,7.25,0.58,5.39
10394,0,1,4,4,0,0,1,1,0,0,1,0,0,1,11.82,29.37,2.55,4.79,7.38,-3.62,7.36
18601,1,3,1,2,1,0,1,1,1,1,0,1,0,1,11.98,27.3,-0.72,3.88,7.61,0.9,6.72
12593,1,2,2,3,1,0,1,1,1,0,0,0,1,1,12.02,26.72,-2.12,-0.53,7.4,3.15,5.99
3895,1,3,2,4,0,0,0,0,1,1,1,1,0,0,11.95,25.76,-1.15,7.21,7.59,0.44,4.86
12251,1,5,2,3,1,1,0,1,1,1,1,0,0,1,12.03,29.1,-0.67,-3.94,7.63,1.5,5.98
7136,1,1,1,3,1,1,1,0,1,1,1,1,0,1,11.57,29.93,0.61,-7.37,8.12,3.64,5.87
716,1,3,2,5,1,1,1,0,1,0,0,1,1,1,12.24,27.79,2.18,0.74,7.37,0.01,5.33
1538,1,3,4,4,0,0,0,0,1,1,0,1,1,1,11.98,26.59,3.37,-1.72,7.23,2.4,5.53
9064,1,2,5,4,1,1,0,0,1,1,1,1,1,0,11.75,30.02,1.4,-0.06,7.53,0.23,5.88
13952,1,3,2,5,0,1,1,1,1,1,1,1,1,0,12.39,30.39,3.22,0.76,7.74,-2.21,5.21
14047,1,2,4,4,0,1,1,0,0,1,1,0,1,0,12.03,24.9,0.48,2.42,7.66,3.42,6.54
4276,1,2,2,4,1,0,1,0,1,0,0,0,0,1,11.94,27.43,1.86,0.82,7.39,0.91,5.38
5287,1,4,5,5,0,0,0,0,0,0,0,0,0,0,11.84,27.02,4.81,4.54,7.39,0.14,3.93
3851,1,4,2,3,0,1,0,0,1,0,1,1,0,1,12.06,24.99,1.61,-7.84,7.46,3.7,5.34
16120,0,3,3,5,1,1,1,0,1,0,1,1,1,0,12.16,27.71,2.99,3.88,7.25,2.19,5.53
16328,1,3,1,3,0,1,0,1,0,0,0,0,1,0,11.85,28.76,0.52,2.01,7.21,2.94,6.93
2854,1,4,4,5,1,0,1,1,0,1,1,0,0,1,12.26,25.88,2.3,-2.47,7.48,3.77,5.04
19869,0,3,5,4,0,0,1,1,1,0,0,1,0,1,11.92,26.34,-0.99,-3.95,7.65,0.72,4.32
14500,0,5,2,4,0,1,1,0,1,0,0,0,0,1,11.94,31.26,-0.75,-5.94,7.17,3.55,5.71
12743,1,1,3,4,1,0,0,1,0,1,0,0,0,0,12.25,30.34,1.25,-1.4,7.49,-1.06,3.08
16063,0,1,5,3,0,1,0,0,0,1,0,1,0,1,12.41,28.75,1.58,-0.24,7.69,4.97,4.8
3157,1,1,4,3,1,0,1,0,0,0,0,1,0,1,12.05,29.48,1.52,-5.36,7.51,-0.38,5.03
17899,0,3,1,5,1,1,1,1,1,0,1,1,0,1,12.06,27.31,3.79,8.15,7.82,2.36,4.67
457,0,3,3,2,0,0,1,1,0,0,0,0,1,1,12.15,29.25,0.88,-2.92,7.29,-3.68,4.95
1823,1,3,2,4,1,0,1,0,1,1,0,1,0,1,11.95,26.34,2.48,-1.55,7.56,1.45,4.32
18827,1,4,5,2,0,1,1,0,0,1,1,0,1,0,12.02,25.67,-0.08,1.01,7.47,-2.61,4.72
5378,1,1,5,3,0,1,1,0,1,1,1,0,0,1,12.01,25.99,0.6,-2.73,7.36,-1.62,5.68
3128,0,4,3,4,1,0,0,0,1,1,1,1,0,0,11.92,30.97,3.43,1.65,7.98,4.99,6.31
14532,0,3,4,5,0,1,1,1,0,1,0,0,0,1,12.24,28.88,-0.5,-7.01,7.14,0.33,5.45
8636,1,3,4,5,0,1,0,1,1,1,1,0,1,1,12.06,26.67,0.39,-4.39,7.88,1.67,5.06
8137,1,1,2,4,0,1,1,1,1,0,0,1,0,0,11.94,27.29,2.65,2.35,7.74,0.94,4.81
8542,1,5,4,1,1,0,0,1,1,0,1,0,0,1,12.11,30.81,0.43,5.23,7.82,0.35,5.68
7209,0,5,5,3,1,0,1,0,0,0,1,0,1,0,11.94,28.04,1.08,5.13,7.68,0.65,6.62
14682,1,1,4,5,0,0,1,0,1,1,1,1,1,1,12.16,26.28,1.47,-7.63,7.35,0.87,7.5
5432,1,5,5,4,1,0,1,0,1,1,1,1,0,0,12.09,32.96,-2.22,-0.05,7.37,0.4,5.63
4959,0,1,4,5,0,1,1,0,0,1,1,1,1,1,12.37,28.12,1.11,0.49,7.61,-1.14,4.45
11122,0,1,4,5,0,1,0,0,0,1,0,0,0,0,12.17,26.81,1.45,1.24,7.37,-1.17,6.47
2364,1,2,3,4,0,1,0,1,1,1,1,1,0,1,11.9,30.83,-0.63,-7.12,7.41,1.54,7.92
12010,0,2,4,3,1,0,0,1,0,0,0,0,1,0,12.06,29.03,3.02,-1.59,7.24,0.21,7.51
15382,0,3,4,5,0,0,0,0,1,0,1,1,1,0,12.25,25.6,0.59,4.75,7.59,0.67,5.87
776,1,4,5,4,0,0,0,0,0,0,1,0,0,1,12.19,28.33,-3.55,-3.78,7.49,0.04,5.65
13635,0,5,2,2,0,0,0,1,0,0,1,1,0,1,11.89,28.6,-0.85,0.99,7.51,0.58,4.81
5627,1,5,5,3,0,0,0,1,1,1,1,1,1,1,12.21,26.76,1.39,4.57,7.53,1.68,4.3
15021,0,2,1,4,1,0,1,1,1,1,1,1,1,1,11.65,26.43,2.25,1.81,7.28,0.97,6.42
786,1,1,5,4,1,1,1,1,1,0,0,0,1,0,12.08,28.98,1.81,-1.64,7.59,-0.08,4.54
19058,0,1,3,3,1,0,0,1,1,0,1,0,1,0,11.92,28.45,0.82,-2.85,7.86,-2.45,5.06
1196,1,4,3,5,0,0,0,0,1,0,0,1,0,1,12.01,25.45,-0.47,-2.22,7.07,1.33,6.38
14974,1,4,3,5,0,0,1,0,0,1,0,1,0,1,12.18,27.16,-0.52,-0.58,7.57,3.76,5.22
2272,1,1,1,3,1,1,0,1,0,0,0,0,1,0,12.06,27.44,1.87,-7.94,7.51,2.54,4.96
9832,1,5,3,4,1,0,1,0,1,1,0,1,1,1,12.12,27.58,1.02,-7.12,7.65,-0.1,5.36
17058,1,5,5,5,0,0,0,0,0,0,1,1,1,1,12.08,30.2,1.02,-1.64,7.62,2.96,5.89
14390,0,4,4,5,1,1,1,1,1,0,0,1,0,1,11.74,31.2,1.62,7.38,7.31,0.68,6.73
14217,1,2,4,3,0,1,0,1,0,1,0,1,0,0,12.39,26.69,0.39,0.56,7.41,-1.41,6.81
9367,1,5,5,3,1,1,0,0,1,0,1,0,0,0,11.81,26.92,0.25,2.07,7.44,-0.17,6.56
15609,1,3,2,4,0,0,0,0,0,0,0,1,0,0,12.01,30.07,4.48,-3.45,7.85,4.41,5.24
12033,1,2,4,3,0,0,0,0,0,0,1,0,1,1,12.26,29.49,2.21,4.17,7.32,-3.41,6.03
3907,1,4,4,4,0,0,0,0,0,1,1,1,1,1,11.97,28.28,1.91,-4.56,7.69,1.7,6.13
13577,1,3,2,5,1,1,1,0,1,0,0,1,0,0,12.39,29.9,2.59,-0.69,7.49,1.68,4.11
6122,0,5,1,2,0,0,0,1,1,0,1,1,1,0,12.07,29.19,2.67,-0.37,7.37,0.88,3.48
13446,1,5,5,4,1,0,1,0,1,0,0,0,1,1,11.71,29.15,0.77,1.43,7.48,1.87,5.92
6869,1,4,5,3,1,0,1,0,0,1,1,1,0,1,12.35,27.01,4.19,-0.22,7.55,2.04,4.53
16440,1,1,1,2,1,1,1,0,1,0,0,1,0,0,11.99,28.1,1.18,-3.87,7.34,-0.47,5.11
4142,1,2,2,4,1,1,0,1,1,0,0,1,1,0,12.37,26.82,0.68,2.29,7.36,-1.59,4.61
13856,1,1,5,4,1,0,1,0,1,0,1,0,1,0,12.03,29.12,-0.68,-1.12,7.19,-0.01,6.31
9241,1,1,4,5,1,0,1,0,1,0,1,1,0,1,11.95,27.63,3.92,-1.16,7.28,2.62,4.66
13340,1,2,3,4,1,0,1,0,0,1,0,1,0,0,11.64,27.61,5.74,-1.78,7.7,1.05,8.45
794,1,3,3,3,1,1,1,0,1,1,0,0,1,1,12.4,27.87,-0.9,1.75,7.64,-0.13,5.95
1626,1,2,4,5,0,1,0,0,0,0,0,1,1,1,12.13,29.38,2.1,4.03,7.17,-2.45,7.04
2219,0,3,4,4,0,0,0,1,1,1,1,0,0,1,12.12,26.74,-0.65,-0.2,7.68,1.08,4.71
12313,1,5,3,3,0,0,1,0,1,0,1,0,0,1,12.16,27.69,4.2,1.17,7.45,-1.08,4.94
18296,1,2,4,2,1,1,1,1,0,0,0,0,0,0,12.16,26.44,5.62,-8.58,7.76,1.72,7.01
10776,1,2,4,4,0,1,1,0,0,1,0,1,0,1,12.37,25.37,4.88,1.48,7.69,-1.76,5.9
4913,1,5,3,4,0,1,0,0,0,0,1,0,1,0,11.85,26.02,-0.62,-3.13,7.58,-2.51,6.32
10847,1,3,5,4,0,1,1,0,0,1,0,1,0,1,12.06,31.58,0.41,1.03,7.65,-0.05,6.08
13762,1,4,4,3,1,0,0,1,1,1,0,0,0,0,12.11,25.71,3.9,6.17,7.74,0,6.53
5235,1,1,4,4,1,0,1,0,0,0,0,1,0,0,12.2,27.22,1.68,-0.57,7.5,0.95,5.86
16060,0,1,2,1,1,0,0,1,0,1,1,1,1,1,11.82,28.22,1,6.23,7.11,1.23,6.45
17582,1,2,5,3,0,0,0,1,1,1,0,1,1,1,11.66,28.36,3.73,2.88,7.44,3.77,7.03
9200,1,1,5,3,0,0,0,0,1,0,0,0,0,0,11.74,27.81,2.56,1.55,7.37,0.85,3.13
16044,0,1,4,4,1,0,0,0,0,1,0,1,1,0,12.17,29.6,1.12,2.88,7.34,0.96,5.7
7582,1,4,2,2,0,0,0,1,1,0,1,0,1,1,11.7,29.6,4.72,3.39,7.81,0.29,5.59
15607,1,3,2,3,1,1,0,1,1,1,0,1,0,1,12,25.27,3.51,-1.04,7.85,1.87,6.43
18415,1,4,3,3,1,1,1,1,0,1,1,0,0,1,11.9,24.7,3.6,-3.44,7.61,-3.08,4.85
1035,1,1,3,5,1,1,1,1,1,0,0,1,0,0,12.05,28.1,-0.03,-1.68,7.56,-1.05,7.47
8023,0,4,5,4,1,1,1,1,1,1,0,0,1,0,12.26,28.23,2,-9.21,7.73,-1.98,8.41
10436,1,4,3,5,1,1,1,0,0,1,0,1,0,1,12.13,27.2,-1.06,2.65,7.33,-3.21,6.62
11653,0,5,1,3,1,1,0,0,0,1,1,1,1,1,12.02,28.95,1.64,-6.89,7.44,-0.14,6.17
18625,1,5,5,1,1,1,0,0,1,1,1,1,0,0,12.06,25.99,1.77,1.34,7.55,0.98,5.61
17719,0,1,4,4,1,0,1,1,0,1,1,0,1,0,12.05,29.11,2.64,-3.42,7.25,1.4,4.27
13034,1,1,5,4,1,0,1,0,0,1,1,0,1,0,12.29,31.84,3.94,-1.81,7.45,1.98,4.8
1581,0,4,4,5,1,1,0,0,0,1,1,0,1,0,12.31,27.5,3.07,0.66,7.69,-0.05,6.07
5270,1,4,3,4,0,1,0,0,1,1,0,0,0,0,12.38,26.3,3.76,4.74,7.39,1.89,5.53
18207,0,4,3,2,0,0,0,0,1,1,0,0,0,1,12.09,27.58,3.63,3.82,7.66,1.07,4.77
5822,1,3,4,4,1,0,0,0,0,0,1,0,1,1,11.86,28.89,-1.94,7.18,7.46,0.89,4.39
10777,1,5,2,4,0,0,1,1,1,1,0,0,0,0,12.07,25.2,4.94,2.5,7.11,1.35,5.02
6845,0,1,4,1,1,1,0,1,1,1,0,1,1,1,11.49,27.53,0.78,0.91,6.96,-1.81,5.91
11130,1,5,5,4,0,1,1,0,0,0,1,1,0,0,11.87,25.92,5.03,-2.9,7.41,-0.16,7.13
438,0,3,5,1,1,0,0,1,1,0,1,0,1,0,11.89,29.78,-0.25,2.69,7.12,-0.75,5.37
2106,1,5,3,5,0,1,0,1,1,0,1,0,1,0,12.05,29.87,0.3,4.87,7.41,-3.18,5.43
7217,0,3,5,5,0,0,1,0,1,1,1,0,1,0,12.18,26.81,2.14,-0.31,7.37,0.96,5.14
4872,0,3,3,5,1,1,0,0,1,0,1,1,0,1,11.78,28.55,1.96,7.76,7.21,1.72,7.17
3203,0,1,4,3,1,1,0,1,0,1,0,1,0,0,12.22,27.75,3.72,3.05,7.37,1.26,4
143,1,1,5,5,0,0,1,0,0,0,1,0,1,1,12.18,25.33,2.33,-2.06,7.27,-1.19,4.67
17928,0,4,5,1,0,0,1,1,0,1,0,0,0,1,12.09,25.47,1.2,-1.6,7.54,0.81,5.32
11838,1,4,4,5,0,0,0,0,1,0,0,1,0,1,11.89,25.63,4.53,-2.63,7.41,-1.59,8.02
16581,1,3,4,5,1,1,0,1,0,1,1,1,1,1,11.83,27.42,1.63,2.05,7.42,-4.33,7.33
3660,1,1,4,5,0,1,1,1,0,0,1,0,1,0,11.85,26.03,0.24,-2.41,7.6,-0.24,7.39
3707,1,3,4,2,0,1,0,1,1,1,1,1,0,0,12.22,26.74,2.06,4.28,7.32,1.29,5.54
13136,1,4,3,4,0,0,1,0,0,1,1,1,0,1,11.68,25.65,0.43,-3.4,7.79,-0.23,5.99
10508,1,4,5,5,1,1,0,0,1,0,1,1,0,0,12.18,24.5,1.85,-1.67,7.58,1.16,6.18
12981,0,4,4,3,1,1,0,0,0,1,0,0,0,1,12.15,26.27,-0.16,-9.83,7.71,-1.05,5.76
4102,1,1,5,4,0,1,1,0,0,0,0,1,0,1,12.36,27.12,3.69,2.92,7.02,-0.3,5.39
544,1,4,3,3,1,0,1,0,1,0,0,0,0,1,11.98,25.89,1.69,3.35,7.38,1.2,5.58
14559,1,3,3,3,1,0,0,1,1,0,1,1,0,1,12.02,26.87,2.9,-3.95,7.23,3.45,5.1
16531,0,4,5,2,0,1,1,0,0,0,1,0,0,1,11.99,26.4,0.81,4.01,6.91,1.38,5.73
7049,0,3,4,1,1,0,0,1,1,1,1,1,1,0,12.12,27.18,2.09,-3.83,7.05,-0.03,5.88
7588,0,5,5,3,1,0,1,1,1,1,0,1,1,0,12.21,27.21,4.33,0.15,7.72,-0.51,5.23
534,1,2,3,3,1,0,0,1,0,1,0,0,0,1,12.04,24.63,-2.63,7.43,7.47,1.48,5.24
13358,1,3,4,4,0,0,0,1,0,1,0,1,0,1,11.93,30.94,2.56,-0.96,7.58,0.84,6.21
2738,1,5,3,2,0,1,0,1,0,0,0,0,0,1,12.31,25.55,1.98,-0.06,7.62,3.41,5.06
5748,1,5,4,4,0,1,1,1,0,1,0,1,1,1,11.97,26.25,0.95,2.58,7.49,-0.72,5.48
7418,1,2,2,4,0,1,0,1,1,0,1,1,1,0,12.09,28.49,-0.31,-2.74,7.29,-0.92,6.14
11847,1,2,2,4,1,1,0,0,0,0,0,1,0,0,11.94,29.31,0.29,-3.44,7.83,-0.33,6
3670,1,3,1,5,0,1,0,1,1,0,0,0,0,0,12.04,27.55,-1.14,-3.38,7.71,1.11,6.01
9878,1,1,4,5,1,1,1,0,1,0,0,1,1,0,12.17,28.34,4.08,-2.59,7.45,-4.87,4.62
8799,1,2,3,4,0,1,1,1,0,1,0,1,0,1,11.83,28.71,3.49,-0.43,7.44,0.26,6.94
398,1,4,2,2,0,0,0,1,0,0,1,1,1,1,12.09,28.85,2.89,1.25,7.62,-0.7,4.17
17267,1,1,1,3,1,1,1,0,0,0,1,0,0,0,12.01,26.55,4.67,3.21,7.35,2.27,4.98
4615,1,2,5,5,0,0,0,1,0,0,0,0,1,0,11.51,29.24,0.62,3.43,7.18,-0.16,5.54
8537,1,1,4,3,1,0,0,1,1,0,0,1,1,0,11.89,30.55,-0.46,4.03,7.58,2.8,5.21
14617,0,2,5,5,1,1,0,0,0,1,0,1,1,0,12.12,28.31,0.57,-3.25,7.31,1.3,6.69
17487,1,4,5,4,0,0,0,0,1,1,1,1,0,0,11.98,30.07,3.45,1.02,7.66,-4.64,5.76
2269,1,1,2,5,0,1,1,1,1,1,1,0,1,0,11.87,26.88,-0.46,-0.18,7.39,2.03,5.93
9377,1,3,3,5,0,0,0,1,0,1,1,1,1,1,12.21,28.36,1.3,0.68,7.2,-0.45,5.49
5034,1,5,4,4,0,1,0,1,1,0,1,1,1,0,12.14,31.1,1.65,-0.46,7.67,1.83,4.15
78,0,2,5,1,1,1,1,0,0,1,1,1,0,0,11.59,29.02,0.77,-1.51,7.69,-0.46,7.34
5553,1,2,4,4,0,0,0,1,1,1,0,0,1,1,11.86,26.26,3.39,2.93,7.27,-1.21,5.4
